uid,pos_iid,neg_iid,pos_seq
3708,24526,31171,"[223, 2094, 3401, 4394, 4538, 4981, 6925, 7434, 10065, 10158, 11641, 12360, 12500, 14082]"
1154,24526,32440,"[3767, 4882, 4989, 7168, 7320, 8696, 9712, 11189, 11611, 12470, 13081, 13252, 14333, 14995, 15081]"
3069,24526,30970,"[1115, 2917, 3728, 3851, 5700, 6345, 7437, 8002, 8157, 9010, 12193, 12805, 13330, 14604, 15556, 17051, 17094, 17320]"
2127,24526,31451,"[1017, 1272, 1736, 2197, 2370, 5639, 6285, 9501, 9611, 9690, 11587, 15452, 15576, 18116]"
393,24529,39716,"[228, 253, 281, 397, 489, 502, 550, 588, 819, 844, 983, 1004, 1227, 1542, 1678, 2576, 3088, 3209, 3653, 3678, 3790, 3840, 4200, 4220, 5207, 5218, 5351, 5374, 5392, 5399, 5442, 5777, 5854, 6141, 6617, 6755, 7102, 7103, 7170, 7181, 7246, 7951, 8167, 8225, 8312, 8523, 8994, 9520, 9626, 9736, 10243, 10712, 10780, 11213, 11217, 12175, 12176, 12208, 12504, 12745, 12764, 12874, 12948, 13069, 13081, 13386, 13897, 14698, 14989, 15127, 15303, 15308, 15340, 15920, 16594, 16846, 17680]"
3648,24531,25055,"[329, 2245, 5123, 6155, 6286, 7945, 9157, 9172, 10873, 12050, 17658]"
2710,24532,32547,"[1121, 2931, 4007, 4219, 7192, 7951, 8195, 8869, 8870, 8876, 9264, 9508, 9721, 9871, 10267, 10628, 10685, 10780, 11516, 11522, 12604, 12677, 12976, 13053, 13477, 14348, 15076, 16580, 18059]"
3214,24532,19639,"[1614, 2244, 4732, 5508, 9070, 9264, 10232, 10351, 11417, 11690, 16980]"
1925,24532,38832,"[701, 975, 1044, 1383, 2135, 2423, 2669, 4317, 4541, 4902, 6720, 6773, 7028, 9264, 11690, 12256, 12319, 12983, 17856]"
1508,24533,31390,"[1642, 1698, 2078, 5549, 5634, 8329, 8555, 9162, 9449, 10012, 11752, 15414, 15893, 16025, 16517, 16792]"
2468,24535,20434,"[848, 2976, 3513, 4380, 4863, 7492, 8809, 10308, 11517, 12310, 13921, 16603]"
2847,24538,26066,"[810, 1583, 2392, 3084, 7168, 8707, 9926, 10363, 12175, 12197, 16273, 16550]"
2150,24540,31708,"[374, 567, 860, 989, 1001, 1730, 2124, 2794, 3814, 4229, 6277, 6928, 9690, 13395, 14071]"
1559,24540,31836,"[1525, 2622, 5801, 5989, 6318, 7065, 8934, 9407, 11591, 15873, 17677]"
3738,24540,24194,"[326, 444, 707, 773, 794, 795, 877, 974, 1073, 1263, 1559, 2060, 2295, 2926, 2939, 3180, 3199, 4399, 5131, 5643, 5868, 5878, 5891, 5903, 6734, 6906, 7383, 7425, 8264, 9232, 9275, 9642, 10099, 10970, 11036, 14112, 14672, 14728, 15922, 16523, 16691, 17498, 17964]"
1647,24540,24849,"[115, 2156, 3146, 4258, 4787, 5958, 6710, 9580, 10688, 10766, 13861]"
771,24540,32451,"[1853, 2401, 3264, 3340, 7661, 8394, 8960, 12389, 12760, 13861, 14529, 18287]"
3904,24540,28018,"[248, 257, 368, 388, 681, 1819, 2576, 2728, 2761, 2976, 3943, 4710, 4769, 6062, 6286, 6310, 8053, 8522, 8678, 9840, 9871, 10217, 10570, 11522, 11778, 13106, 13292, 13293, 13533, 13722, 13728, 13843, 15353, 15460, 16238, 16275, 17164]"
1706,24540,33417,"[623, 644, 1008, 1594, 1657, 1768, 1899, 2261, 2339, 2350, 2461, 2654, 2673, 3450, 3582, 4386, 5125, 5660, 6412, 7005, 7386, 8221, 8516, 8855, 10418, 11034, 11465, 11793, 12439, 12511, 14507, 15446, 16324, 16394, 16825, 16829, 16894, 17905, 18211]"
2707,24540,40133,"[2307, 2898, 3212, 5115, 6656, 7103, 9570, 10218, 10485, 15151, 15512, 16397]"
899,24541,30339,"[4787, 7157, 8586, 9172, 10427, 10548, 11703, 12105, 15553, 15857]"
1211,24546,27779,"[989, 1064, 3112, 9145, 9286, 11458, 13527, 13681, 14092, 16368, 17217, 17293]"
1888,24547,20481,"[1948, 2136, 3982, 4791, 5079, 8534, 9287, 9396, 10592, 10872]"
1850,24547,27679,"[1233, 1923, 2786, 2928, 6556, 9287, 9549, 11382, 11712, 14943, 15785, 16130]"
1104,24549,38006,"[624, 819, 1371, 1790, 2804, 2925, 5822, 6180, 7157, 7399, 7780, 8221, 9068, 9479, 9636, 10307, 10887, 11052, 13802, 13907, 14804, 15238, 16231, 16471, 16890, 17608, 17764, 17812]"
2707,24549,38306,"[2307, 2898, 3212, 5115, 6656, 7103, 9570, 10218, 10485, 15151, 15512, 16397]"
2870,24555,38469,"[811, 2050, 3527, 6464, 13517, 14764, 16372, 17380, 17572, 18144, 18228]"
3061,24558,38106,"[1785, 2613, 3680, 4537, 5173, 5182, 5472, 10352, 12211, 12422, 14260, 14451, 14779, 17904, 17906]"
2786,24562,28120,"[1386, 1671, 2356, 2908, 4041, 4656, 5173, 6089, 6104, 8302, 8635, 8905, 11846, 12071, 12072, 12388, 13975, 16453, 16825, 17931]"
1348,24571,20373,"[173, 721, 1861, 2055, 2120, 2513, 2581, 2601, 2827, 3098, 3345, 3791, 3813, 4187, 4207, 4348, 5353, 5926, 6063, 7101, 7103, 7578, 7718, 8786, 9463, 10058, 10330, 10780, 10886, 11038, 12545, 12976, 12982, 13011, 13532]"
204,24572,23669,"[477, 1371, 1424, 2304, 3926, 4870, 5493, 6166, 6849, 8753, 8970, 8971, 11644, 11712, 11896, 12036, 13126, 14751, 15027, 16787, 17754]"
3400,24572,37435,"[1942, 1943, 1956, 2031, 2063, 6509, 6720, 7754, 10473, 11728, 12067, 12164, 12197, 13671, 13814, 14927, 15081, 15825, 17311, 17426]"
483,24572,38442,"[3073, 3840, 5541, 6706, 9490, 10532, 10636, 10758, 10943, 11661]"
969,24573,40488,"[341, 1551, 2926, 5870, 6463, 8672, 9086, 9683, 11183, 11712]"
1597,24573,30921,"[174, 1204, 1315, 1707, 2135, 2726, 2876, 4150, 4271, 4278, 4282, 5098, 5613, 6230, 6239, 6843, 7168, 7186, 9355, 9491, 9526, 10440, 11125, 12454, 13504]"
2273,24574,32476,"[22, 1426, 1841, 2544, 2949, 3561, 4939, 5487, 6317, 6698, 6887, 7586, 11044, 13522, 13864, 14419, 15857, 17035, 17592]"
204,24575,22019,"[477, 1371, 1424, 2304, 3926, 4870, 5493, 6166, 6849, 8753, 8970, 8971, 11644, 11712, 11896, 12036, 13126, 14751, 15027, 16787, 17754]"
827,24578,37522,"[248, 285, 563, 866, 874, 1560, 1921, 2127, 4069, 5477, 5849, 6957, 7049, 13202, 15225]"
2836,24583,22808,"[678, 3069, 3114, 4450, 4672, 4915, 11026, 11582, 13877, 14478, 14955, 14960]"
1532,24584,19625,"[104, 320, 387, 839, 840, 940, 941, 985, 1525, 1876, 1933, 2224, 2502, 2633, 2796, 3144, 3375, 3387, 3388, 3612, 3795, 3901, 4278, 5276, 5407, 5624, 5798, 5814, 5857, 6239, 6320, 6658, 6821, 6960, 7082, 7295, 7305, 7735, 8183, 8359, 8380, 8522, 8571, 8946, 9251, 9261, 9327, 9491, 9500, 9842, 10054, 10337, 10509, 10675, 11772, 12573, 13468]"
1498,24584,25558,"[964, 1879, 2479, 2987, 3303, 3319, 3328, 3457, 3698, 5577, 7315, 7441, 7609, 8445, 9327, 9975, 10943, 12265, 12638, 12687, 13098, 13402, 14071, 14908]"
2049,24585,39912,"[5927, 6644, 7291, 7292, 9714, 11382, 12145, 14193, 15427, 16412]"
834,24585,36752,"[2787, 5783, 7829, 10184, 10412, 10663, 12210, 12404, 13364, 16072]"
282,24585,29611,"[37, 224, 254, 534, 560, 644, 805, 882, 1468, 2489, 2628, 2899, 3169, 3209, 3369, 3513, 3592, 4124, 4130, 4183, 4187, 4425, 4427, 4432, 5058, 5201, 5203, 5399, 5520, 5814, 6063, 6091, 6515, 6760, 7102, 7431, 7435, 7581, 7751, 7791, 7991, 8185, 8265, 8343, 8359, 8548, 8666, 8876, 9799, 9842, 10362, 10714, 10764, 10959, 11183, 11206, 11774, 11838, 11982, 12118, 12479, 12481, 12734, 12751, 12911, 12976, 13013, 13466, 13469, 13731, 13964, 14070, 15143, 15159, 15233, 15261, 16055, 17525]"
1482,24585,21308,"[320, 2144, 2397, 3769, 4425, 4897, 4900, 5814, 6091, 6092, 7117, 8234, 8924, 9051, 9335, 9491, 9653, 9701, 9711, 9712, 10144, 10254, 10621, 11877, 11982, 12797, 13024, 13782, 13888, 14270, 14699, 14702, 14843, 15004, 15076, 16143, 17949]"
1067,24585,39655,"[533, 2546, 2661, 2768, 3568, 4458, 6208, 7944, 8796, 9528, 9846, 10302, 11138, 13316, 13838]"
2273,24594,23958,"[22, 1426, 1841, 2544, 2949, 3561, 4939, 5487, 6317, 6698, 6887, 7586, 11044, 13522, 13864, 14419, 15857, 17035, 17592]"
3626,24594,34704,"[73, 1002, 1252, 1468, 2362, 4447, 8504, 8749, 9172, 9307, 12706, 13191]"
2635,24595,40219,"[667, 1574, 1575, 2278, 2786, 3084, 5297, 5825, 6070, 6670, 10251, 13475, 14626]"
1384,24595,23593,"[2745, 2795, 4166, 8289, 8609, 9240, 11104, 11472, 12041, 14457]"
750,24595,30689,"[189, 989, 1171, 1873, 2030, 2112, 2425, 2574, 2600, 3084, 3109, 4489, 4830, 4875, 5052, 5471, 6018, 6912, 7057, 9395, 10550, 11957, 13696, 14965, 15015, 15268, 15806, 17649]"
869,24595,31611,"[318, 678, 773, 882, 1307, 1601, 2883, 3964, 5525, 10097, 10571, 12112, 12219, 12457, 13612, 14976, 15507]"
572,24595,19938,"[1064, 1852, 3758, 8022, 8487, 9628, 11029, 13335, 13527, 17275]"
2870,24595,25050,"[811, 2050, 3527, 6464, 13517, 14764, 16372, 17380, 17572, 18144, 18228]"
1896,24595,22298,"[667, 2456, 3768, 5640, 5857, 6303, 6348, 7465, 8624, 9374, 9442, 9494, 9711, 10415, 11375, 11877, 12175, 12189, 12243, 12469, 12549, 12638, 12646, 13013, 13304, 13314, 13315, 14004, 14022, 14171, 14350, 14376, 15507, 15536, 16940, 17396]"
2935,24595,20690,"[810, 981, 2640, 3353, 4131, 4336, 5800, 6143, 6988, 10872, 13343, 16668]"
1450,24595,38033,"[363, 4505, 9479, 10799, 10880, 11712, 11789, 12786, 13110, 14433, 14607, 14914, 17754]"
355,24597,24822,"[628, 804, 1693, 1718, 2271, 2329, 2391, 2763, 3792, 4331, 4456, 5662, 5931, 5963, 6803, 6825, 7653, 8167, 8191, 8995, 9603, 10901, 12956]"
1553,24597,38439,"[4, 37, 41, 366, 628, 851, 1081, 2261, 3970, 4215, 5857, 6525, 6886, 7482, 8812, 8995, 9025, 9398, 10103, 10743, 11160, 11357, 11562, 12111, 12481, 13910, 14883]"
3484,24597,40971,"[37, 2823, 5990, 6575, 7267, 10952, 11685, 11695, 12126, 13187, 14527, 17989]"
88,24597,36323,"[501, 593, 753, 2569, 3169, 6284, 6895, 7102, 7571, 7890, 8042, 8232, 9701, 10218, 11183, 12283, 12406, 13100, 13507, 13860, 15533, 16704, 16846, 17172, 18150]"
1997,24602,31682,"[1781, 1785, 2237, 2492, 2741, 6168, 7477, 8115, 8465, 8479, 8752, 9068, 9172, 11862, 13920]"
3218,24606,34046,"[120, 636, 1598, 1749, 2422, 2953, 3285, 3382, 3386, 3654, 3733, 3846, 4112, 4208, 4655, 5102, 5224, 5349, 7597, 7849, 7891, 8067, 8330, 9109, 10440, 11122, 11251, 11351, 11677, 13529, 14450, 15542, 15996, 17339, 17721, 18301]"
471,24606,39946,"[249, 2582, 2735, 3046, 3353, 4187, 4271, 5201, 5682, 5798, 6227, 6239, 7112, 7192, 8523, 8929, 8967, 10251, 10328, 10773, 11951, 12203, 15250]"
917,24607,20078,"[550, 2432, 3795, 4437, 4781, 5932, 6063, 6843, 7109, 8803, 9526, 9546, 9736, 10013, 10060, 10992, 11214, 11601, 12677, 12832, 13024, 14008, 15508, 15697, 16197, 16478, 16503, 18014, 18276]"
1207,24607,32227,"[320, 665, 1045, 1698, 1921, 2634, 2768, 2801, 3197, 4278, 5634, 5862, 5969, 6100, 7065, 7133, 7192, 7945, 8340, 9169, 9451, 9712, 9918, 10182, 10675, 11438, 12771, 15209, 16055, 16168, 16252]"
2434,24608,30938,"[275, 2876, 3818, 3851, 5213, 6063, 6091, 6225, 6230, 6463, 7448, 8945, 8994, 9933, 10660, 10959, 11186, 11210, 12007, 12394, 13085, 13992, 14989, 15202]"
3203,24609,36182,"[872, 2804, 4665, 7047, 9003, 10183, 10719, 11607, 12271, 13911, 14647, 14934, 16171]"
2271,24610,19742,"[985, 2073, 2786, 2926, 4832, 6068, 12064, 13437, 14663, 15190]"
92,24611,33787,"[136, 1198, 5079, 9483, 11128, 11159, 11386, 14371, 15799, 16255, 16318, 17380]"
1866,24613,20685,"[490, 1398, 2050, 4597, 4926, 7136, 8058, 9267, 9365, 9829, 10039, 11424, 12295, 13150, 16882]"
1888,24613,21352,"[1948, 2136, 3982, 4791, 5079, 8534, 9287, 9396, 10592, 10872]"
3890,24616,25129,"[584, 1465, 3073, 4269, 5927, 5933, 6023, 6241, 6344, 6458, 7968, 8604, 8624, 9775, 10685, 11991, 12376, 12766, 12802, 13502, 14095, 14340, 15056, 15302, 15882, 15884, 15887, 16068, 16355]"
1866,24616,31534,"[490, 1398, 2050, 4597, 4926, 7136, 8058, 9267, 9365, 9829, 10039, 11424, 12295, 13150, 16882]"
1161,24616,34846,"[1733, 3768, 5903, 6388, 7217, 7734, 8314, 9375, 11767, 13193, 14851, 18021]"
1888,24618,32888,"[1948, 2136, 3982, 4791, 5079, 8534, 9287, 9396, 10592, 10872]"
1065,24618,31985,"[476, 674, 1908, 3003, 3171, 4039, 4154, 4719, 4949, 7162, 7622, 11115, 17330, 18088]"
65,24618,40836,"[488, 642, 3453, 10654, 11409, 12072, 12308, 12963, 13522, 13786, 17236]"
1265,24624,30900,"[1083, 1205, 1395, 2879, 4414, 5529, 5557, 5917, 6681, 6832, 6869, 9548, 11063, 12203, 14589, 14631, 17619]"
1240,24624,31222,"[7785, 9576, 9578, 10755, 12095, 13335, 16041, 16307, 16932, 17587, 17636]"
345,24625,38024,"[1889, 2442, 2602, 3387, 4485, 5720, 8005, 8258, 10320, 10473, 10644, 11799, 15156, 17233]"
426,24626,28443,"[245, 1506, 9658, 9725, 10056, 11987, 12376, 13013, 13263, 13735, 14973]"
1227,24626,19679,"[37, 419, 842, 3866, 5971, 6240, 6519, 6580, 6581, 6983, 13764]"
804,24626,24796,"[638, 644, 851, 1796, 1873, 2135, 2707, 2943, 3217, 3474, 3848, 4613, 4751, 4866, 7371, 7892, 8073, 9711, 9852, 12469, 12480, 13195, 13429, 14556, 15556, 15768, 16076]"
102,24626,36012,"[1256, 1433, 2787, 7909, 9129, 9534, 9832, 11552, 12064, 14769, 15263]"
85,24628,39337,"[57, 139, 737, 804, 1345, 1854, 2787, 3627, 4098, 4371, 4592, 5272, 5627, 5969, 6156, 7349, 8856, 10122, 11052, 12340, 12640]"
2969,24628,38679,"[750, 758, 2656, 3491, 3848, 5098, 5706, 6308, 6452, 6734, 6974, 8359, 8484, 8530, 9024, 9775, 10428, 11767, 12455, 12661, 12932, 14006, 17401, 17482]"
1083,24632,31361,"[53, 61, 209, 400, 423, 474, 767, 991, 1129, 1131, 1647, 2026, 2388, 2408, 2634, 3527, 3747, 4681, 4940, 5123, 5527, 5851, 5858, 5922, 7183, 8010, 8486, 8819, 8942, 9303, 9959, 9991, 10157, 10331, 11967, 12579, 12828, 15553, 16207, 16372, 16733, 17054, 17091, 17440, 17483, 17670, 17921, 17944, 17956, 18124, 18153, 18165, 18173, 18214, 18219, 18260, 18272, 18284, 18311, 18357]"
472,24633,39117,"[680, 1194, 1781, 2703, 3888, 6849, 8208, 9549, 10376, 12720, 12728, 14499, 14649, 15403, 16066, 16067, 17057, 17420]"
2004,24634,24896,"[2858, 3848, 4791, 5135, 5207, 6672, 9736, 13543, 14561, 15768, 16102, 17176]"
1171,24637,30963,"[216, 425, 1069, 1250, 1371, 1893, 4613, 9403, 9461, 17040]"
1510,24639,36327,"[4379, 7820, 9915, 10494, 12550, 14189, 14192, 14225, 15214, 16726]"
2309,24640,37173,"[795, 2001, 2050, 2947, 3180, 3417, 3610, 4915, 5306, 5317, 7114, 9097, 9627, 12364, 13544, 17380, 18145]"
319,24640,27383,"[963, 4764, 6149, 7397, 7905, 8264, 10033, 11786, 12111, 12114, 12191, 12250, 12333, 12388, 12839, 14722]"
3563,24640,38917,"[1502, 4038, 4111, 4345, 7138, 7618, 7619, 8753, 9096, 10487, 11359]"
2064,24640,21661,"[142, 324, 1171, 1844, 2633, 2786, 2787, 4788, 4914, 5969, 7694, 11026, 11317, 13437, 13934, 14122, 18060]"
3507,24640,20770,"[866, 1584, 2683, 4519, 7418, 8615, 8686, 9682, 10292, 10652, 13584, 13911, 14786, 14965]"
1263,24640,24601,"[803, 5864, 6303, 8062, 8466, 10933, 11524, 11822, 12071, 13786, 14206, 14995, 16564]"
884,24640,20738,"[71, 455, 1008, 2127, 2687, 5750, 6208, 7102, 9426, 10217]"
750,24645,36771,"[189, 989, 1171, 1873, 2030, 2112, 2425, 2574, 2600, 3084, 3109, 4489, 4830, 4875, 5052, 5471, 6018, 6912, 7057, 9395, 10550, 11957, 13696, 14965, 15015, 15268, 15806, 17649]"
3400,24652,20962,"[1942, 1943, 1956, 2031, 2063, 6509, 6720, 7754, 10473, 11728, 12067, 12164, 12197, 13671, 13814, 14927, 15081, 15825, 17311, 17426]"
1307,24655,34962,"[517, 818, 998, 2456, 2654, 2923, 3134, 3204, 4041, 4199, 5918, 6313, 7386, 7969, 8328, 9073, 9386, 9640, 9754, 10641, 10915, 11094, 11690, 12232, 13586, 16078, 17253]"
553,24655,30524,"[1528, 2480, 2868, 3023, 3583, 4005, 4069, 4919, 5700, 5706, 6039, 6225, 6230, 7300, 7881, 8056, 8423, 8919, 9387, 9714, 10294, 12116, 12175, 12698, 13495, 14266, 14323, 14408, 14513, 14531, 15008, 15036, 16409, 17096, 17897]"
2118,24656,26280,"[709, 1151, 3222, 3836, 5532, 6558, 6821, 7045, 9688, 12194, 12222, 15040]"
3476,24657,22499,"[47, 126, 988, 4411, 6432, 8144, 9022, 13515, 16372, 17162, 17687, 17935, 17944, 18042, 18108, 18287, 18308]"
227,24658,39137,"[46, 324, 667, 767, 1371, 1466, 1530, 1602, 4038, 4553, 4915, 5021, 7175, 7194, 7388, 7492, 7808, 8144, 9059, 9380, 9628, 9991, 10035, 11845, 12553, 13038, 13456, 13581, 13585, 13922, 14504, 14559, 15172, 16168, 16187, 16259, 16652, 17218, 17567, 17593, 17683, 17712, 17882, 17996, 18042, 18081, 18145, 18159, 18161, 18176, 18192, 18195, 18260, 18308, 18309]"
1209,24663,31115,"[99, 432, 492, 678, 903, 3086, 3388, 4299, 4769, 4895, 5711, 5882, 6746, 8296, 8442, 8827, 9913, 9948, 10224, 11255, 11743, 12019, 12834, 13700, 14504, 17627, 17832, 17975]"
2686,24665,39626,"[213, 332, 403, 753, 961, 1122, 1635, 2245, 2434, 2458, 2614, 2620, 2738, 2748, 2752, 3471, 3473, 3691, 4042, 4045, 4079, 4515, 4591, 4608, 4807, 5296, 5498, 5500, 5594, 5875, 5887, 6005, 6926, 6949, 6950, 6993, 7244, 7473, 8710, 8783, 9029, 9200, 9557, 9656, 9748, 9969, 10009, 11466, 11690, 13093, 13933, 13974, 13976, 14533, 15403, 16314, 18085]"
3419,24665,31833,"[213, 332, 403, 961, 1122, 1391, 1612, 1613, 1618, 1635, 2423, 2434, 2620, 2653, 2748, 2839, 2914, 3473, 3691, 3849, 4042, 4079, 4134, 4515, 4807, 5112, 5295, 5298, 5498, 5500, 5875, 5887, 6926, 6949, 6950, 6993, 7244, 7473, 8077, 8710, 9200, 9458, 9748, 9754, 10009, 11466, 11690, 11725]"
518,24665,34189,"[100, 305, 1073, 2205, 4216, 4747, 5058, 5822, 8808, 9003, 10362, 12017, 13446]"
1208,24668,21380,"[672, 756, 842, 985, 1283, 1371, 1394, 1729, 1758, 1790, 1963, 2073, 2104, 2329, 2586, 2699, 2739, 2816, 3450, 3912, 3922, 4038, 4657, 4927, 5087, 5256, 5268, 5464, 5510, 5736, 5881, 5979, 6089, 6163, 6200, 6303, 6329, 6644, 6645, 6672, 6962, 7001, 7284, 7399, 7468, 8105, 8432, 8457, 8608, 8759, 8761, 8962, 9092, 9374, 9462, 9745, 9746, 9783, 10193, 10509, 10623, 10682, 10732, 10759, 11195, 11350, 11537, 11655, 11689, 11690, 12071, 12285, 12422, 12860, 12892, 13518, 13554, 13900, 13971, 14050, 14183, 14234, 14593, 14689, 14895, 15064, 16117, 16527]"
2713,24671,35270,"[811, 1002, 4478, 4626, 5978, 8013, 9140, 9949, 10404, 10750, 13446, 13547, 14390, 14963, 17508, 17594, 17630, 17734, 17774, 18291, 18308]"
522,24672,30811,"[585, 1569, 2617, 2656, 2969, 3541, 3711, 3870, 4926, 5863, 6240, 6269, 6451, 6658, 6802, 7117, 7150, 7266, 7747, 12416, 14739]"
282,24673,19240,"[37, 224, 254, 534, 560, 644, 805, 882, 1468, 2489, 2628, 2899, 3169, 3209, 3369, 3513, 3592, 4124, 4130, 4183, 4187, 4425, 4427, 4432, 5058, 5201, 5203, 5399, 5520, 5814, 6063, 6091, 6515, 6760, 7102, 7431, 7435, 7581, 7751, 7791, 7991, 8185, 8265, 8343, 8359, 8548, 8666, 8876, 9799, 9842, 10362, 10714, 10764, 10959, 11183, 11206, 11774, 11838, 11982, 12118, 12479, 12481, 12734, 12751, 12911, 12976, 13013, 13466, 13469, 13731, 13964, 14070, 15143, 15159, 15233, 15261, 16055, 17525]"
490,24674,39262,"[67, 828, 1547, 2304, 2811, 3109, 3204, 3217, 3768, 3782, 4176, 4187, 4217, 4397, 4808, 4940, 5706, 6143, 7231, 7579, 8657, 8793, 9501, 11971, 13094, 14026, 14286, 14305, 14898, 14919, 15049, 15200, 15423, 15426, 17081, 17649]"
89,24674,25866,"[3388, 3981, 4399, 5256, 5931, 5934, 5941, 5945, 5963, 6607, 7465, 7829, 12149, 13770, 13918, 16033]"
1756,24675,27111,"[881, 1147, 1726, 3186, 3865, 4069, 4568, 5145, 6437, 6599, 8624, 10278, 11942, 13821, 13929, 15339]"
2624,24675,30456,"[469, 685, 860, 935, 1147, 1334, 1545, 1895, 2021, 2596, 2633, 2755, 2801, 3038, 3768, 4021, 4069, 4278, 4636, 4755, 5286, 5857, 5869, 6778, 6989, 7134, 7186, 7279, 7280, 7613, 7974, 8010, 8251, 8359, 8436, 8589, 9039, 9188, 9826, 10057, 10618, 10747, 10757, 11591, 11867, 11880, 12539, 12593, 13098, 13402, 13424, 14042, 14142, 14322, 15121, 15963, 16254, 16761, 16964, 17059]"
665,24675,36330,"[2832, 3126, 4218, 6227, 7102, 9277, 9504, 11430, 14806, 15772]"
3307,24675,32285,"[399, 518, 1382, 1558, 1841, 2193, 3186, 3306, 3460, 3952, 4524, 5439, 6611, 6789, 6966, 7440, 7600, 9406, 9442, 9443, 10760, 10923, 12076, 12649, 13860, 15472, 16591, 16605, 17067, 17336, 17998]"
1207,24676,29688,"[320, 665, 1045, 1698, 1921, 2634, 2768, 2801, 3197, 4278, 5634, 5862, 5969, 6100, 7065, 7133, 7192, 7945, 8340, 9169, 9451, 9712, 9918, 10182, 10675, 11438, 12771, 15209, 16055, 16168, 16252]"
1083,24680,21855,"[53, 61, 209, 400, 423, 474, 767, 991, 1129, 1131, 1647, 2026, 2388, 2408, 2634, 3527, 3747, 4681, 4940, 5123, 5527, 5851, 5858, 5922, 7183, 8010, 8486, 8819, 8942, 9303, 9959, 9991, 10157, 10331, 11967, 12579, 12828, 15553, 16207, 16372, 16733, 17054, 17091, 17440, 17483, 17670, 17921, 17944, 17956, 18124, 18153, 18165, 18173, 18214, 18219, 18260, 18272, 18284, 18311, 18357]"
3124,24683,19440,"[1608, 1770, 2162, 4394, 5067, 5068, 5304, 5324, 5945, 6883, 8042, 8479, 8703, 12232, 12508, 13393, 13617, 14277, 14932, 16584]"
1508,24684,33175,"[1642, 1698, 2078, 5549, 5634, 8329, 8555, 9162, 9449, 10012, 11752, 15414, 15893, 16025, 16517, 16792]"
1152,24684,32531,"[1112, 1494, 2758, 5899, 5932, 7343, 9449, 10132, 13832, 17174, 17649]"
2037,24686,36108,"[408, 1824, 2117, 2634, 4296, 4844, 5079, 6102, 6555, 9183, 9506, 9701, 9756, 9907, 10901, 11162, 11856, 12051, 14821, 17166]"
2673,24686,34575,"[444, 642, 678, 785, 786, 5687, 6356, 8654, 8719, 9138, 9166, 9222, 10951, 10966, 10967]"
1645,24686,36823,"[1474, 1585, 1923, 2904, 4611, 6858, 7249, 7399, 9240, 9743, 13322, 13950]"
1073,24691,24211,"[2523, 2524, 5114, 5131, 6157, 6453, 6671, 7758, 7951, 8176, 8679, 9530, 9813, 10758, 11889, 11960, 12266, 13469, 13756, 15494, 15556, 16292, 17283, 17745]"
733,24692,39781,"[18, 159, 954, 1701, 1707, 1934, 2070, 2473, 2832, 3000, 3592, 3770, 3865, 4067, 4120, 4378, 5000, 5369, 5765, 6644, 7065, 7173, 7310, 7312, 7607, 7867, 8191, 8506, 8624, 8878, 8992, 10330, 10682, 10901, 11083, 11722, 11827, 11989, 12133, 12376, 12650, 12658, 12688, 13276, 13306, 13739, 15823, 15975, 16297, 17405]"
1373,24692,29969,"[99, 692, 1814, 1965, 2576, 3017, 3817, 7576, 8167, 14217]"
3526,24692,18385,"[2124, 2854, 4195, 4780, 10013, 12474, 12570, 12926, 16047, 16062]"
2609,24692,27830,"[477, 518, 558, 567, 619, 722, 728, 1155, 1316, 2191, 2193, 2527, 2593, 2594, 2847, 2878, 3267, 3297, 3316, 3788, 4683, 4787, 5079, 5285, 5380, 5803, 5813, 5857, 6249, 6380, 6395, 6747, 6789, 8172, 8935, 8940, 9316, 10243, 10448, 10773, 10923, 11140, 11206, 11381, 11590, 11591, 11592, 11821, 12691, 13189, 13289, 13815, 14860, 15691, 16307]"
2155,24692,33238,"[492, 3089, 5079, 6933, 8698, 8827, 10557, 12977, 14380, 16058]"
2628,24692,38288,"[914, 8426, 8892, 9075, 9567, 10815, 10817, 15225, 15484, 17656]"
255,24692,34150,"[224, 245, 249, 501, 1478, 1486, 1494, 2357, 2569, 2866, 2876, 6060, 6245, 6846, 7102, 7506, 8522, 8786, 8966, 9312, 9989, 10454, 10776, 11212, 11217, 11774, 12065, 12160, 12568, 12694]"
90,24693,22279,"[1097, 1162, 3277, 4503, 4768, 7200, 7470, 8808, 10154, 10381, 11652, 12016, 12017, 12953, 17776]"
899,24694,28133,"[4787, 7157, 8586, 9172, 10427, 10548, 11703, 12105, 15553, 15857]"
2836,24696,34103,"[678, 3069, 3114, 4450, 4672, 4915, 11026, 11582, 13877, 14478, 14955, 14960]"
85,24699,33249,"[57, 139, 737, 804, 1345, 1854, 2787, 3627, 4098, 4371, 4592, 5272, 5627, 5969, 6156, 7349, 8856, 10122, 11052, 12340, 12640]"
2686,24715,36535,"[213, 332, 403, 753, 961, 1122, 1635, 2245, 2434, 2458, 2614, 2620, 2738, 2748, 2752, 3471, 3473, 3691, 4042, 4045, 4079, 4515, 4591, 4608, 4807, 5296, 5498, 5500, 5594, 5875, 5887, 6005, 6926, 6949, 6950, 6993, 7244, 7473, 8710, 8783, 9029, 9200, 9557, 9656, 9748, 9969, 10009, 11466, 11690, 13093, 13933, 13974, 13976, 14533, 15403, 16314, 18085]"
2425,24716,19792,"[866, 872, 2599, 2634, 9077, 9622, 9681, 13848, 14576, 14577]"
